x y z alpha beta gamma
-0.093718 0.877089 0.616648 1.560860 0.000297 -0.008355
-0.093730 0.877091 0.616613 1.560821 0.000291 -0.008343
-0.093740 0.877092 0.616579 1.560782 0.000287 -0.008331
-0.080864 0.875984 0.631010 1.579520 0.001113 -0.024673
-0.093980 0.883043 0.641402 1.592671 -0.001687 -0.006949
-0.087262 0.880291 0.641069 1.592320 0.000718 -0.015782
-0.074900 0.877453 0.620206 1.565809 0.000228 -0.031912
-0.114010 0.881619 0.614682 1.558362 0.000945 0.018170
-0.138316 0.888174 0.633555 1.582881 0.000975 0.049163
-0.088631 0.878883 0.625826 1.572747 0.000612 -0.014563
-0.085652 0.879668 0.652777 1.607351 -0.000687 -0.018497
-0.105327 0.880659 0.626631 1.573816 0.000906 0.006776
-0.104271 0.881157 0.623568 1.570053 0.003597 0.005182
-0.133128 0.887058 0.649267 1.602957 0.004826 0.042196
-0.078156 0.880240 0.641589 1.592831 0.002272 -0.028163
-0.100382 0.881047 0.614136 1.558032 0.004043 0.000410
-0.099263 0.879892 0.611177 1.553850 -0.000993 -0.001358
-0.088912 0.880084 0.639959 1.590987 -0.001189 -0.014752
-0.086453 0.880630 0.636453 1.586310 0.002022 -0.017927
-0.080159 0.879745 0.628265 1.575534 0.000825 -0.026008
-0.064769 0.878845 0.621081 1.566679 -0.003443 -0.045946
-0.126034 0.883570 0.624993 1.571778 0.000148 0.033460
-0.089339 0.878040 0.590310 1.526594 -0.005684 -0.013886
-0.124387 0.882687 0.617073 1.561598 -0.000183 0.031219
-0.105183 0.881957 0.647954 1.601180 0.000720 0.006378
-0.128196 0.879823 0.635733 1.585201 0.000205 0.036005
-0.098741 0.881504 0.638575 1.588867 0.000792 -0.001985
-0.081406 0.881005 0.631748 1.580139 -0.000115 -0.025000
-0.084870 0.882244 0.620323 1.565658 -0.002853 -0.020704
-0.090891 0.881424 0.655888 1.611405 0.005939 -0.012695
-0.078374 0.882063 0.609855 1.551854 -0.002650 -0.029016
-0.118365 0.879876 0.638538 1.588956 0.003968 0.022661
-0.082629 0.882074 0.641566 1.593086 0.004200 -0.023668
-0.085010 0.879767 0.636361 1.586220 0.000444 -0.020518
-0.116067 0.880735 0.637518 1.587460 0.004050 0.020191
-0.119238 0.878497 0.662689 1.620106 0.006419 0.024409
-0.114806 0.880251 0.641011 1.592209 0.003747 0.018360
-0.120084 0.880788 0.611309 1.553429 0.004844 0.024572
-0.084553 0.882178 0.649914 1.603724 0.002788 -0.020963
-0.078313 0.882294 0.627906 1.575429 -0.000989 -0.029230
-0.080141 0.879649 0.585728 1.520605 -0.006552 -0.026322
-0.112612 0.880892 0.654333 1.609491 0.004730 0.015443
-0.105322 0.881812 0.622274 1.568329 -0.001913 0.005907
-0.110058 0.879345 0.638409 1.588803 0.001773 0.012311
-0.105409 0.880613 0.630077 1.578140 0.005458 0.005987
-0.105199 0.881887 0.633481 1.582803 0.000432 0.005700
-0.064367 0.882048 0.622793 1.569163 -0.004460 -0.046828
-0.122060 0.882152 0.631992 1.581007 0.002659 0.027466
-0.105367 0.885323 0.641250 1.593237 0.001140 0.005914
-0.120000 0.873087 0.570300 1.500625 -0.000411 0.025513
-0.088926 0.880931 0.610902 1.553953 -0.004241 -0.014689
-0.089036 0.880978 0.610859 1.553878 -0.004363 -0.014545
-0.089103 0.880998 0.610828 1.553832 -0.004429 -0.014454
-0.089127 0.881002 0.610796 1.553783 -0.004489 -0.014416
-0.089141 0.881003 0.610758 1.553729 -0.004538 -0.014391
-0.120192 0.873122 0.570205 1.500334 -0.001145 0.025845
-0.120196 0.873118 0.570163 1.500278 -0.001186 0.025862
-0.120199 0.873114 0.570120 1.500221 -0.001227 0.025878
-0.120201 0.873110 0.570077 1.500164 -0.001269 0.025892
-0.120203 0.873105 0.570034 1.500107 -0.001310 0.025906
-0.120204 0.873100 0.569992 1.500050 -0.001350 0.025920
-0.120205 0.873095 0.569949 1.499993 -0.001390 0.025933
-0.120206 0.873090 0.569906 1.499936 -0.001431 0.025946
-0.120207 0.873085 0.569863 1.499879 -0.001472 0.025960
-0.120207 0.873080 0.569821 1.499822 -0.001513 0.025973
-0.120208 0.873075 0.569778 1.499765 -0.001553 0.025986
-0.120209 0.873070 0.569735 1.499709 -0.001595 0.025999
-0.120210 0.873065 0.569693 1.499652 -0.001635 0.026013
-0.120210 0.873060 0.569650 1.499595 -0.001677 0.026026
-0.120211 0.873055 0.569607 1.499538 -0.001717 0.026039
-0.120212 0.873050 0.569564 1.499481 -0.001758 0.026052
-0.063257 0.882826 0.636306 1.586693 -0.001558 -0.048710
-0.063261 0.882826 0.636265 1.586639 -0.001603 -0.048697
-0.063265 0.882825 0.636224 1.586586 -0.001647 -0.048684
-0.063268 0.882825 0.636184 1.586532 -0.001693 -0.048670
0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000
-0.063276 0.882824 0.636103 1.586425 -0.001784 -0.048644
-0.063279 0.882823 0.636062 1.586372 -0.001829 -0.048631
-0.063283 0.882823 0.636021 1.586318 -0.001874 -0.048618
-0.063286 0.882822 0.635981 1.586265 -0.001918 -0.048605
-0.084905 0.879087 0.600479 1.539897 -0.004657 -0.020473
-0.103586 0.878838 0.650146 1.604314 0.001001 0.003838
-0.111186 0.881078 0.646433 1.599434 0.002013 0.013442
-0.112308 0.878494 0.640464 1.591519 0.004949 0.014998
-0.113857 0.881665 0.636397 1.585804 0.003273 0.016851
-0.099305 0.883649 0.595907 1.533767 0.000461 -0.002578
-0.106982 0.880492 0.624020 1.570058 0.001014 0.007879
-0.079258 0.882009 0.626327 1.572919 0.000787 -0.028374
-0.129801 0.878312 0.621095 1.565879 0.004163 0.037818
-0.108985 0.880675 0.619142 1.563953 -0.002487 0.010753
-0.106088 0.882657 0.627053 1.574076 0.000137 0.006707
-0.106086 0.882659 0.626942 1.574010 0.000346 0.006727
-0.106045 0.882646 0.626881 1.573949 0.000367 0.006692
-0.106001 0.882632 0.626831 1.573893 0.000344 0.006657
-0.105960 0.882618 0.626790 1.573841 0.000305 0.006626
-0.105925 0.882605 0.626754 1.573795 0.000259 0.006601
-0.118422 0.882579 0.624286 1.569960 0.004688 0.022469
-0.118462 0.882591 0.624245 1.569908 0.004643 0.022528
-0.118504 0.882603 0.624207 1.569858 0.004594 0.022588
-0.118544 0.882614 0.624167 1.569805 0.004545 0.022646
-0.118574 0.882622 0.624127 1.569753 0.004498 0.022694
-0.118594 0.882626 0.624088 1.569701 0.004450 0.022729
-0.118606 0.882629 0.624050 1.569650 0.004400 0.022757
-0.118617 0.882631 0.624011 1.569598 0.004351 0.022783
-0.118626 0.882632 0.623972 1.569546 0.004303 0.022807
-0.118635 0.882633 0.623933 1.569495 0.004252 0.022831
-0.118644 0.882635 0.623894 1.569442 0.004203 0.022854
-0.118653 0.882636 0.623855 1.569391 0.004154 0.022877
-0.109821 0.882712 0.618484 1.562281 0.005408 0.011160
-0.109829 0.882713 0.618445 1.562230 0.005357 0.011183
-0.109838 0.882714 0.618407 1.562179 0.005307 0.011206
-0.109846 0.882716 0.618369 1.562128 0.005257 0.011230
-0.109854 0.882717 0.618330 1.562077 0.005207 0.011253
-0.109863 0.882718 0.618292 1.562026 0.005157 0.011276
-0.109871 0.882719 0.618254 1.561975 0.005107 0.011300
-0.121101 0.879890 0.609660 1.551101 0.003756 0.026161
-0.121109 0.879891 0.609621 1.551049 0.003706 0.026184
-0.121116 0.879892 0.609583 1.550997 0.003659 0.026207
-0.121124 0.879892 0.609544 1.550946 0.003608 0.026231
-0.121132 0.879892 0.609505 1.550894 0.003559 0.026254
-0.112501 0.877233 0.641273 1.592312 0.004967 0.015341
-0.112510 0.877235 0.641235 1.592261 0.004917 0.015365
-0.112519 0.877237 0.641197 1.592210 0.004867 0.015388
-0.112529 0.877239 0.641159 1.592159 0.004816 0.015411
-0.079421 0.879662 0.647597 1.601163 0.001094 -0.028038
-0.079431 0.879666 0.647561 1.601114 0.001042 -0.028014
-0.079440 0.879669 0.647525 1.601065 0.000990 -0.027991
-0.079449 0.879673 0.647488 1.601016 0.000938 -0.027968
-0.079459 0.879676 0.647451 1.600968 0.000885 -0.027944
-0.079468 0.879679 0.647415 1.600919 0.000833 -0.027921
-0.079478 0.879683 0.647379 1.600871 0.000780 -0.027897
-0.079487 0.879686 0.647343 1.600822 0.000729 -0.027874
-0.111406 0.878025 0.655991 1.611715 0.005715 0.014349
-0.097190 0.879817 0.631799 1.580485 -0.002239 -0.004801
-0.073249 0.881311 0.637508 1.587182 0.003551 -0.036097
-0.103239 0.878353 0.659298 1.615964 0.006091 0.003606
-0.089408 0.881513 0.600176 1.538943 -0.003889 -0.014674
-0.106385 0.881288 0.642769 1.594361 0.008336 0.007704
-0.111001 0.879893 0.638553 1.589267 0.002445 0.013782
-0.088660 0.881763 0.609969 1.551690 -0.000192 -0.015927
-0.105883 0.880140 0.612324 1.554567 0.002084 0.007233
-0.062592 0.880026 0.609126 1.550710 -0.001902 -0.049892
0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000
-0.114762 0.882582 0.642517 1.594020 0.002923 0.018551
-0.105684 0.883057 0.622100 1.567743 -0.001468 0.006464
-0.107791 0.882539 0.622718 1.568247 0.002967 0.009318
-0.087281 0.882909 0.623179 1.569005 0.000948 -0.017191
-0.089902 0.882424 0.623227 1.568895 0.005263 -0.013745
-0.114177 0.878818 0.624940 1.571275 0.002240 0.017807
-0.115575 0.880705 0.627933 1.575114 0.000822 0.019659
-0.096291 0.879884 0.631908 1.580580 0.001033 -0.005216
-0.102765 0.880453 0.647618 1.600796 -0.000247 0.003035
-0.134596 0.881633 0.659732 1.616527 0.005105 0.044979
-0.124557 0.880679 0.641530 1.593176 0.002709 0.031398
-0.092541 0.880584 0.635772 1.585227 0.003450 -0.010134
-0.095129 0.882284 0.639173 1.589883 -0.000315 -0.006920
-0.132880 0.881821 0.649499 1.603563 0.002166 0.042499
-0.094433 0.879237 0.619369 1.564185 -0.001071 -0.007692
-0.088120 0.881547 0.602285 1.542401 -0.001249 -0.015864
-0.117313 0.881625 0.616484 1.560672 0.002632 0.022339
-0.117375 0.881621 0.616553 1.560671 0.002396 0.022381
-0.117408 0.881626 0.616560 1.560645 0.002292 0.022426
-0.117427 0.881634 0.616548 1.560611 0.002222 0.022466
-0.117441 0.881642 0.616529 1.560572 0.002169 0.022504
-0.117452 0.881650 0.616505 1.560532 0.002122 0.022541
-0.117461 0.881659 0.616481 1.560491 0.002075 0.022578
-0.117470 0.881668 0.616456 1.560449 0.002030 0.022614
-0.117479 0.881676 0.616431 1.560407 0.001986 0.022650
-0.090199 0.881541 0.633050 1.582032 0.002340 -0.013082
-0.090201 0.881549 0.633025 1.581991 0.002294 -0.013055
