x y z alpha beta gamma
0.078292 0.855505 0.804204 1.745772 -0.018502 -0.219990
0.078267 0.855525 0.804179 1.745736 -0.018559 -0.219956
0.078241 0.855545 0.804153 1.745700 -0.018619 -0.219922
0.076249 0.859136 0.796214 1.734954 -0.018208 -0.216069
0.076224 0.859155 0.796188 1.734918 -0.018266 -0.216035
0.076198 0.859174 0.796163 1.734882 -0.018326 -0.216000
0.076172 0.859193 0.796137 1.734846 -0.018383 -0.215966
0.076147 0.859212 0.796111 1.734810 -0.018441 -0.215932
0.076121 0.859231 0.796085 1.734774 -0.018500 -0.215897
0.076095 0.859250 0.796060 1.734738 -0.018559 -0.215863
0.076069 0.859269 0.796034 1.734703 -0.018618 -0.215828
0.076043 0.859288 0.796008 1.734666 -0.018676 -0.215794
0.076018 0.859308 0.795982 1.734630 -0.018735 -0.215759
0.075992 0.859327 0.795955 1.734593 -0.018793 -0.215725
0.075966 0.859346 0.795929 1.734556 -0.018853 -0.215690
0.075941 0.859366 0.795902 1.734519 -0.018911 -0.215655
0.075915 0.859385 0.795875 1.734482 -0.018970 -0.215621
0.075889 0.859404 0.795848 1.734444 -0.019029 -0.215586
0.075863 0.859424 0.795821 1.734407 -0.019089 -0.215551
0.075838 0.859443 0.795794 1.734369 -0.019147 -0.215516
0.075811 0.859462 0.795767 1.734332 -0.019206 -0.215481
0.075786 0.859482 0.795740 1.734295 -0.019265 -0.215447
0.075761 0.859501 0.795713 1.734257 -0.019325 -0.215413
0.075738 0.859519 0.795686 1.734220 -0.019384 -0.215381
0.075714 0.859537 0.795658 1.734182 -0.019444 -0.215349
0.075693 0.859554 0.795631 1.734144 -0.019503 -0.215319
0.075672 0.859571 0.795604 1.734106 -0.019561 -0.215289
0.075650 0.859588 0.795576 1.734069 -0.019621 -0.215260
0.075629 0.859605 0.795550 1.734031 -0.019680 -0.215231
0.075608 0.859621 0.795523 1.733994 -0.019740 -0.215202
