x y z alpha beta gamma
-0.200447 0.901845 0.623691 1.568606 -0.015283 0.135801
-0.210633 0.894381 0.632887 1.578746 -0.016019 0.148645
-0.210646 0.894380 0.632814 1.578748 -0.015570 0.148640
-0.210575 0.894352 0.632793 1.578742 -0.015424 0.148538
-0.210487 0.894327 0.632765 1.578718 -0.015357 0.148428
-0.207601 0.896458 0.638180 1.583521 -0.011906 0.144708
-0.182759 0.915230 0.626773 1.569901 -0.011207 0.112917
-0.215583 0.888615 0.628454 1.574745 -0.017186 0.156450
-0.206048 0.896444 0.629582 1.575248 -0.015861 0.143935
-0.212387 0.894887 0.622590 1.568421 -0.020356 0.150532
-0.191467 0.908254 0.631010 1.574576 -0.009937 0.124920
-0.190698 0.904678 0.633911 1.579325 -0.013645 0.124828
-0.209655 0.903112 0.607330 1.550544 -0.020272 0.145051
-0.191734 0.909565 0.603919 1.547034 -0.021341 0.124404
-0.211386 0.893166 0.639132 1.584907 -0.011835 0.150629
-0.032712 0.910969 0.660070 1.552647 -0.004020 0.005938
-0.008055 0.918555 0.645706 1.535755 -0.004310 -0.022957
-0.030435 0.896607 0.700204 1.599350 0.006133 0.006902
-0.036078 0.912144 0.656604 1.547974 -0.003817 0.009645
-0.019025 0.912113 0.670637 1.563695 0.002086 -0.009201
-0.008821 0.914243 0.674897 1.568029 0.002638 -0.021105
-0.037116 0.908835 0.665909 1.559910 -0.008179 0.010499
-0.011294 0.904943 0.694559 1.591580 0.008294 -0.015874
-0.051996 0.903125 0.674338 1.569082 -0.002453 0.029424
-0.026658 0.910770 0.660389 1.552541 -0.001640 -0.000504
-0.036852 0.896052 0.700743 1.600524 0.002569 0.013619
-0.012334 0.912358 0.668299 1.561146 0.001270 -0.016545
0.001868 0.916262 0.656771 1.548182 -0.001824 -0.033641
-0.029405 0.916475 0.644794 1.534363 -0.007278 0.001436
-0.011558 0.919101 0.647697 1.535922 0.004288 -0.017064
-0.022404 0.912709 0.662903 1.555044 -0.002142 -0.005451
0.001763 0.908639 0.681732 1.576882 0.004515 -0.031884
-0.020654 0.908457 0.681676 1.576423 0.003126 -0.006574
-0.017703 0.912328 0.672574 1.565429 0.005987 -0.009359
-0.028808 0.908083 0.673330 1.567971 0.000953 0.002847
-0.023144 0.911599 0.659582 1.551679 -0.000822 -0.004134
-0.015899 0.900025 0.705858 1.605681 0.008620 -0.009956
-0.038378 0.908006 0.676514 1.570769 0.002360 0.013794
-0.010447 0.901812 0.693636 1.592411 0.001832 -0.017703
-0.016858 0.915362 0.645458 1.535383 -0.002950 -0.011470
-0.016987 0.915373 0.645479 1.535368 -0.003042 -0.011402
-0.017082 0.915387 0.645475 1.535354 -0.003064 -0.011331
-0.018737 0.898524 0.698473 1.597857 0.007323 -0.006745
-0.029160 0.912134 0.662036 1.554414 -0.001660 0.002342
-0.016319 0.906880 0.683596 1.579572 0.004477 -0.011178
-0.020983 0.901113 0.699872 1.598416 0.005873 -0.004954
-0.064506 0.905853 0.654933 1.547134 -0.005616 0.042879
-0.023561 0.909520 0.672809 1.567288 -0.000491 -0.004006
-0.015268 0.904060 0.697777 1.596292 0.001444 -0.012965
-0.024192 0.905743 0.688091 1.583800 0.005544 -0.001853
-0.019569 0.906739 0.679827 1.575014 0.002792 -0.007538
-0.032085 0.903086 0.689181 1.586899 -0.001791 0.005710
-0.033198 0.907636 0.674939 1.568772 0.002493 0.007427
-0.017582 0.909599 0.675999 1.571607 -0.003936 -0.011696
-0.006172 0.908098 0.693565 1.590137 0.006224 -0.022888
-0.026185 0.899226 0.696482 1.594562 0.005392 0.001294
-0.036615 0.906190 0.673284 1.567184 0.002205 0.011213
-0.029744 0.907861 0.672092 1.566447 -0.000469 0.002829
-0.013240 0.914593 0.672060 1.565218 0.003059 -0.016622
-0.021590 0.905002 0.683239 1.580250 0.000787 -0.005746
-0.020263 0.908973 0.681762 1.577804 0.001208 -0.008137
-0.018725 0.912337 0.680305 1.575439 0.001716 -0.010773
-0.032787 0.902639 0.689337 1.586033 0.005175 0.007917
-0.029467 0.907611 0.672367 1.566961 0.000142 0.002202
-0.034765 0.899519 0.695813 1.593840 0.006290 0.010891
-0.003951 0.915289 0.679272 1.575140 -0.000127 -0.027854
-0.008471 0.909261 0.687527 1.585473 -0.000024 -0.021459
-0.043096 0.898386 0.690585 1.587762 0.005184 0.020442
-0.033155 0.906056 0.670776 1.564949 0.003489 0.007335
-0.036314 0.906309 0.673813 1.569085 0.001055 0.010248
-0.049780 0.901241 0.678951 1.574300 0.004512 0.026715
-0.045652 0.898768 0.678193 1.573802 0.004533 0.023087
-0.025790 0.907955 0.682207 1.580054 -0.001620 -0.002040
-0.033347 0.906475 0.678125 1.574211 0.001877 0.007186
-0.047653 0.898479 0.675391 1.571289 0.001284 0.025198
-0.032964 0.907083 0.683260 1.580723 0.001488 0.006440
-0.021094 0.909405 0.683246 1.582245 -0.003458 -0.007239
-0.038403 0.906813 0.682032 1.579664 -0.001014 0.012449
-0.012880 0.911551 0.690210 1.589344 0.000505 -0.016750
-0.004525 0.916261 0.664441 1.561717 -0.008110 -0.027010
-0.039258 0.903738 0.685810 1.583859 0.001777 0.014528
-0.019675 0.908985 0.684312 1.582915 -0.000613 -0.008624
-0.030186 0.907170 0.682038 1.580208 0.000432 0.003365
-0.042012 0.902349 0.670255 1.565404 0.003404 0.017602
-0.012651 0.913637 0.658047 1.554673 -0.009051 -0.017158
-0.026893 0.909992 0.672996 1.570068 -0.001303 -0.000916
-0.040577 0.903860 0.695908 1.595757 0.002139 0.015845
-0.040605 0.903886 0.695882 1.595713 0.002276 0.015895
-0.040558 0.903869 0.695886 1.595674 0.002375 0.015832
-0.040486 0.903854 0.695861 1.595611 0.002496 0.015742
-0.040422 0.903841 0.695841 1.595559 0.002632 0.015668
-0.040415 0.903850 0.695816 1.595499 0.002765 0.015652
-0.040417 0.903866 0.695784 1.595436 0.002907 0.015649
-0.040423 0.903882 0.695758 1.595378 0.003045 0.015650
-0.040426 0.903897 0.695728 1.595317 0.003183 0.015647
-0.040426 0.903911 0.695698 1.595253 0.003323 0.015641
-0.040417 0.903920 0.695667 1.595191 0.003463 0.015625
-0.040400 0.903927 0.695638 1.595128 0.003602 0.015600
-0.040379 0.903932 0.695608 1.595066 0.003740 0.015571
-0.034350 0.904747 0.685972 1.584313 0.002253 0.008620
-0.039928 0.901560 0.687817 1.584721 0.008469 0.015589
-0.027542 0.909353 0.665420 1.562111 -0.004959 0.000111
-0.027309 0.905763 0.686039 1.583811 0.003223 0.000611
-0.028062 0.908125 0.642545 1.535326 -0.006002 0.000696
-0.016064 0.911017 0.679344 1.577844 -0.004770 -0.012746
-0.018244 0.912059 0.682964 1.581000 0.001445 -0.010722
-0.027607 0.906039 0.688005 1.586917 -0.001019 0.001218
-0.043837 0.901647 0.699355 1.598471 0.007887 0.020467
-0.038744 0.903095 0.674647 1.570928 0.000917 0.014290
-0.021341 0.906899 0.686166 1.585300 -0.001329 -0.005777
-0.014832 0.912025 0.660818 1.556543 -0.005303 -0.014384
-0.038207 0.904144 0.717628 1.620310 0.006481 0.014007
-0.027155 0.905820 0.658257 1.553083 -0.003879 0.000987
-0.027243 0.905777 0.658482 1.553151 -0.004053 0.000950
-0.027437 0.905885 0.658385 1.553005 -0.003932 0.001126
-0.027469 0.905897 0.658376 1.552974 -0.003764 0.001153
-0.027433 0.905883 0.658370 1.552929 -0.003638 0.001092
-0.027379 0.905869 0.658344 1.552870 -0.003494 0.001018
-0.027327 0.905855 0.658317 1.552815 -0.003342 0.000949
-0.027307 0.905853 0.658293 1.552761 -0.003195 0.000914
-0.027293 0.905856 0.658260 1.552700 -0.003042 0.000886
-0.027283 0.905860 0.658232 1.552644 -0.002890 0.000863
-0.027272 0.905863 0.658203 1.552586 -0.002739 0.000838
-0.027261 0.905867 0.658174 1.552529 -0.002587 0.000814
-0.027251 0.905870 0.658146 1.552472 -0.002436 0.000790
-0.027240 0.905873 0.658118 1.552415 -0.002284 0.000766
-0.037043 0.907341 0.662345 1.556609 0.002500 0.011154
-0.016090 0.908474 0.683315 1.581277 0.002216 -0.012907
-0.045262 0.900430 0.723584 1.628292 0.010832 0.023451
-0.041200 0.901399 0.692612 1.592480 0.003701 0.018220
-0.005222 0.912192 0.681396 1.580175 -0.002189 -0.026920
-0.064784 0.893570 0.646433 1.537270 -0.007102 0.048916
-0.070069 0.892741 0.679261 1.575823 0.003796 0.055584
-0.002148 0.914102 0.661726 1.556643 -0.008643 -0.032134
-0.027416 0.903714 0.696752 1.597995 0.007489 0.001370
0.001197 0.914263 0.661464 1.554802 -0.005430 -0.037314
-0.021861 0.903972 0.696982 1.598824 0.006476 -0.005594
-0.021432 0.910031 0.661630 1.554427 -0.006234 -0.008487
-0.054147 0.898063 0.628794 1.514179 -0.021178 0.036897
-0.002682 0.909893 0.674065 1.569307 0.001535 -0.032364
-0.015343 0.907584 0.683846 1.582569 0.001950 -0.015729
0.003328 0.916526 0.642977 1.529448 -0.012145 -0.042965
-0.022037 0.904084 0.685837 1.585622 0.002964 -0.005978
0.007551 0.914418 0.661127 1.553761 -0.008008 -0.049502
-0.029927 0.900769 0.703529 1.609998 0.008831 0.006174
-0.017661 0.907230 0.654728 1.544721 -0.011609 -0.013429
-0.026820 0.900652 0.693594 1.596602 0.008022 0.001970
-0.034517 0.902820 0.651564 1.539448 -0.012834 0.011616
-0.008998 0.909064 0.669328 1.563191 -0.002304 -0.026495
-0.031375 0.902545 0.662008 1.553067 -0.007765 0.007603
-0.007590 0.907791 0.678503 1.575339 0.004331 -0.028720
-0.019379 0.906861 0.671637 1.565907 -0.000923 -0.011365
-0.032541 0.902878 0.660976 1.551909 -0.011294 0.009249
-0.028431 0.905222 0.659067 1.548220 -0.011167 0.002322
-0.027931 0.903133 0.692980 1.597670 0.009017 0.003121
-0.028097 0.902992 0.669580 1.562939 -0.004023 0.002825
-0.033139 0.902810 0.673528 1.569033 -0.002617 0.011076
-0.019986 0.904463 0.685766 1.586684 0.008337 -0.009689
-0.028052 0.902047 0.674900 1.570886 -0.000450 0.003707
-0.027278 0.904876 0.667591 1.559646 -0.005994 0.001229
0.078600 0.851457 0.800403 1.742230 -0.014553 -0.222880
0.074058 0.853216 0.801854 1.743893 -0.015261 -0.214837
0.073021 0.853898 0.799509 1.739686 -0.018387 -0.212915
0.076781 0.851956 0.804360 1.747511 -0.009407 -0.218604
0.078383 0.851925 0.802322 1.744594 -0.012341 -0.222029
0.075756 0.852596 0.801690 1.743104 -0.012041 -0.216948
0.077147 0.851673 0.802971 1.745626 -0.009883 -0.218858
0.076799 0.851589 0.800452 1.741680 -0.013377 -0.219090
0.079000 0.851140 0.800823 1.742449 -0.012244 -0.223666
0.076967 0.850892 0.798774 1.739303 -0.015972 -0.220230
0.073555 0.853127 0.802329 1.744773 -0.014745 -0.212600
0.073727 0.852659 0.801903 1.744197 -0.014993 -0.212736
0.073167 0.852255 0.801481 1.743630 -0.015480 -0.211768
0.075877 0.852258 0.802958 1.746404 -0.013675 -0.217463
0.073800 0.851903 0.802492 1.745852 -0.014981 -0.213163
0.076567 0.851868 0.799139 1.738902 -0.014418 -0.218681
0.075239 0.852983 0.801447 1.742857 -0.015412 -0.215741
0.077199 0.850511 0.800586 1.742767 -0.013484 -0.220378
0.075387 0.852067 0.800346 1.741573 -0.015436 -0.216413
0.077799 0.851140 0.799970 1.740794 -0.013389 -0.221618
0.076272 0.852156 0.800410 1.741436 -0.014332 -0.217965
0.076351 0.851602 0.801313 1.743607 -0.014482 -0.218565
0.075669 0.852494 0.800628 1.741416 -0.015548 -0.216606
0.076692 0.851387 0.800668 1.741859 -0.012014 -0.218269
0.077026 0.852461 0.799879 1.739759 -0.014438 -0.219630
0.076396 0.850952 0.801201 1.743451 -0.013116 -0.218080
0.075933 0.851581 0.801712 1.743952 -0.014054 -0.217355
0.076452 0.851475 0.800636 1.741856 -0.013735 -0.218522
0.076914 0.852365 0.801550 1.743080 -0.014263 -0.219428
0.075955 0.851015 0.802482 1.745366 -0.011889 -0.216747
0.076103 0.852507 0.801286 1.742486 -0.013970 -0.217769
0.075317 0.851327 0.800766 1.742800 -0.015867 -0.216849
0.076389 0.850528 0.802358 1.745544 -0.010989 -0.217414
0.078658 0.850922 0.801620 1.744051 -0.013165 -0.223320
0.075274 0.851186 0.801102 1.743349 -0.014694 -0.216157
0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000
0.075880 0.853414 0.798580 1.737595 -0.015338 -0.217226
0.073615 0.852642 0.800552 1.741800 -0.015339 -0.213032
0.078556 0.851544 0.801384 1.742854 -0.010730 -0.221730
0.073460 0.852825 0.801089 1.742622 -0.016223 -0.213084
0.074507 0.851913 0.804347 1.748611 -0.012509 -0.214713
0.078438 0.852413 0.802193 1.744849 -0.012964 -0.221765
0.075309 0.854287 0.800066 1.741312 -0.019028 -0.217344
0.075037 0.854019 0.800542 1.741520 -0.015503 -0.216306
0.074308 0.854941 0.800174 1.740697 -0.016517 -0.214866
0.074826 0.853975 0.802688 1.745747 -0.016023 -0.216481
0.077565 0.854254 0.801069 1.742256 -0.013958 -0.220254
0.075699 0.853023 0.802403 1.745445 -0.015646 -0.217399
0.076923 0.855343 0.802792 1.744930 -0.014038 -0.219384
0.078782 0.853441 0.802709 1.745185 -0.013034 -0.222081
0.073792 0.852265 0.805385 1.749722 -0.012692 -0.213914
0.077398 0.852313 0.801763 1.744702 -0.015283 -0.219732
0.074447 0.854364 0.801935 1.744178 -0.014609 -0.215087
0.073472 0.854808 0.799844 1.741278 -0.016665 -0.213566
0.072527 0.852988 0.805294 1.748731 -0.011477 -0.211694
0.074103 0.853658 0.804715 1.748703 -0.015332 -0.215197
0.071401 0.853756 0.800056 1.741132 -0.014145 -0.210340
0.078160 0.857800 0.794032 1.732903 -0.019095 -0.221188
0.077650 0.854653 0.800355 1.741834 -0.015034 -0.219954
0.080241 0.855090 0.798574 1.739748 -0.017366 -0.223666
0.066841 0.856112 0.798173 1.739008 -0.017049 -0.204719
0.081596 0.856466 0.801236 1.742990 -0.015044 -0.225620
0.075464 0.854613 0.804114 1.747718 -0.016454 -0.217064
0.073288 0.856878 0.800293 1.741222 -0.014697 -0.213984
0.072952 0.855330 0.799611 1.740973 -0.015843 -0.213208
0.074433 0.853750 0.805391 1.749185 -0.015746 -0.215931
0.066061 0.859030 0.792903 1.731728 -0.017949 -0.204541
0.076127 0.853626 0.809722 1.753572 -0.011561 -0.217613
0.072271 0.858702 0.797168 1.737659 -0.017135 -0.213149
0.082565 0.854988 0.805690 1.748675 -0.013722 -0.226116
0.066690 0.852449 0.808622 1.751197 -0.009257 -0.205149
0.078233 0.852520 0.810232 1.755058 -0.014177 -0.220627
0.077807 0.856330 0.807728 1.749977 -0.011055 -0.219848
0.068089 0.855420 0.799519 1.741174 -0.017018 -0.207792
0.067704 0.852714 0.812523 1.756590 -0.011036 -0.207135
0.071196 0.854158 0.798532 1.739961 -0.016612 -0.211233
0.067122 0.858563 0.789530 1.729128 -0.020590 -0.206721
0.067669 0.858296 0.789551 1.729061 -0.020435 -0.207362
0.067954 0.858202 0.789511 1.728944 -0.020254 -0.207686
0.068160 0.858157 0.789463 1.728838 -0.020017 -0.207890
0.068354 0.858107 0.789441 1.728755 -0.019800 -0.208092
0.074594 0.857404 0.798615 1.740676 -0.018802 -0.216158
0.074762 0.857366 0.798603 1.740601 -0.018593 -0.216335
0.074864 0.857367 0.798585 1.740519 -0.018386 -0.216437
0.074952 0.857380 0.798561 1.740433 -0.018175 -0.216519
0.077499 0.855714 0.807166 1.749432 -0.011627 -0.219315
0.072279 0.852283 0.812297 1.756382 -0.010749 -0.212641
0.073630 0.851064 0.810115 1.753746 -0.010550 -0.214131
0.068261 0.856815 0.800290 1.741734 -0.017718 -0.208056
0.073206 0.856675 0.804066 1.745851 -0.013091 -0.213853
0.070293 0.856850 0.802280 1.744071 -0.016305 -0.210473
0.085903 0.855673 0.801663 1.743835 -0.016259 -0.230172
0.066792 0.855790 0.807553 1.749371 -0.010897 -0.205334
0.072727 0.854695 0.810644 1.752791 -0.006699 -0.212349
0.075270 0.853322 0.807995 1.750665 -0.010636 -0.216032
0.073041 0.861281 0.793627 1.732917 -0.019482 -0.213788
0.076455 0.856356 0.799000 1.740243 -0.018304 -0.218081
0.082165 0.853617 0.808145 1.751902 -0.014929 -0.225283
0.074227 0.856356 0.805820 1.747391 -0.013005 -0.215028
0.079560 0.855610 0.804111 1.745670 -0.013290 -0.221480
0.066798 0.858654 0.802202 1.742233 -0.012079 -0.205253
0.061222 0.856866 0.799960 1.740433 -0.014616 -0.197908
0.068940 0.855677 0.804394 1.746280 -0.014935 -0.208289
0.061968 0.856581 0.805554 1.747505 -0.013135 -0.198960
0.070247 0.855129 0.808967 1.752167 -0.013867 -0.210074
0.073305 0.854069 0.806273 1.748878 -0.015192 -0.213798
0.066940 0.857650 0.797796 1.738336 -0.017253 -0.205793
0.079926 0.857840 0.803204 1.744002 -0.013777 -0.221431
0.088412 0.855584 0.804972 1.746901 -0.015067 -0.232890
0.069441 0.863603 0.786900 1.723417 -0.018101 -0.207913
0.079264 0.855216 0.803778 1.744928 -0.011382 -0.220479
0.078401 0.860754 0.794258 1.733141 -0.018795 -0.219957
0.085903 0.854162 0.803997 1.745964 -0.014802 -0.229244
0.064889 0.860918 0.798182 1.737643 -0.016482 -0.202268
0.074204 0.852293 0.813401 1.757521 -0.010563 -0.214304
0.070023 0.861222 0.789097 1.727139 -0.021611 -0.209300
0.081785 0.857066 0.801193 1.741420 -0.013366 -0.223378
0.071759 0.860297 0.794892 1.733825 -0.016160 -0.210642
0.070109 0.855959 0.808237 1.750391 -0.010731 -0.208712
0.062926 0.856321 0.814224 1.757355 -0.011615 -0.200066
0.074727 0.858638 0.809312 1.750785 -0.012043 -0.214595
0.081259 0.856681 0.801467 1.742179 -0.015220 -0.223062
0.076613 0.855609 0.801113 1.741643 -0.012816 -0.217039
0.088709 0.854980 0.802375 1.743008 -0.011323 -0.231540
0.072359 0.860448 0.788027 1.725721 -0.019752 -0.211206
0.065772 0.854537 0.814316 1.758237 -0.013888 -0.203986
0.062053 0.859981 0.798436 1.738555 -0.019225 -0.199435
0.082329 0.853399 0.810791 1.753550 -0.011130 -0.224059
0.065546 0.857066 0.805539 1.747310 -0.017222 -0.203932
0.080810 0.857199 0.798936 1.738541 -0.014776 -0.221771
0.083305 0.857981 0.792981 1.731249 -0.015187 -0.224662
0.069080 0.858283 0.798329 1.738073 -0.018493 -0.208029
0.076933 0.855753 0.807097 1.748739 -0.014372 -0.217538
0.077302 0.858435 0.796806 1.736043 -0.016516 -0.217486
0.064112 0.860009 0.807922 1.748762 -0.015666 -0.201857
0.065872 0.860252 0.801796 1.741430 -0.016412 -0.203413
0.074053 0.853862 0.804053 1.745738 -0.016851 -0.214888
0.062271 0.858160 0.802369 1.742844 -0.017867 -0.199658
0.076623 0.856936 0.806089 1.745787 -0.006609 -0.214449
0.083871 0.855108 0.799174 1.738542 -0.013374 -0.225669
0.074075 0.856669 0.804065 1.744175 -0.014964 -0.213601
0.071473 0.855852 0.800653 1.740820 -0.015909 -0.210821
0.075094 0.855811 0.805135 1.745475 -0.013999 -0.214918
0.074409 0.856802 0.805134 1.744836 -0.011019 -0.212869
0.072302 0.859232 0.800968 1.739535 -0.010205 -0.209309
0.083417 0.855841 0.798684 1.738082 -0.014146 -0.224758
0.074611 0.860232 0.801178 1.739565 -0.014254 -0.213456
0.075866 0.854614 0.813005 1.754511 -0.012762 -0.216077
0.075848 0.854624 0.812940 1.754461 -0.012727 -0.216062
0.075831 0.854633 0.812895 1.754420 -0.012721 -0.216047
0.075816 0.854643 0.812858 1.754383 -0.012725 -0.216032
0.071806 0.864319 0.791450 1.728031 -0.019608 -0.210626
0.069849 0.857709 0.806842 1.747209 -0.015792 -0.209151
0.075408 0.864612 0.795157 1.731933 -0.019005 -0.215192
0.080154 0.863816 0.787692 1.723527 -0.018812 -0.220610
0.085085 0.853471 0.804871 1.744962 -0.008860 -0.225743
0.078166 0.849904 0.816124 1.758914 -0.006321 -0.217795
0.082107 0.856644 0.811397 1.751193 -0.008984 -0.222278
0.086455 0.849298 0.808727 1.751312 -0.011409 -0.229118
0.079036 0.852811 0.808332 1.750516 -0.015425 -0.220998
0.080880 0.854098 0.798735 1.739107 -0.016072 -0.222824
0.068859 0.852871 0.809715 1.751508 -0.012122 -0.207859
0.080050 0.858719 0.798790 1.737338 -0.016313 -0.221409
0.088224 0.855596 0.797142 1.736792 -0.015376 -0.231431
0.084340 0.853392 0.802238 1.742682 -0.012705 -0.226503
0.064865 0.856035 0.808206 1.748809 -0.013804 -0.203207
0.072647 0.853728 0.805479 1.746230 -0.013010 -0.212477
0.069693 0.850912 0.809636 1.751479 -0.009880 -0.208287
0.073877 0.856195 0.809249 1.749417 -0.011700 -0.214160
0.075871 0.859301 0.800479 1.739687 -0.016895 -0.217382
0.072551 0.856669 0.804175 1.743586 -0.013547 -0.212615
0.078071 0.855633 0.804658 1.745671 -0.016853 -0.220557
0.074974 0.853040 0.807735 1.749090 -0.013348 -0.215858
0.072185 0.850320 0.810564 1.752356 -0.009729 -0.211380
0.063375 0.854246 0.805791 1.745989 -0.012705 -0.201452
0.068016 0.853835 0.805798 1.746928 -0.015838 -0.208185
0.073999 0.852569 0.802087 1.743292 -0.014978 -0.214813
0.083330 0.851567 0.808507 1.749895 -0.009065 -0.224830
0.068837 0.859828 0.799682 1.737961 -0.016994 -0.209233
0.072533 0.854017 0.809255 1.749691 -0.011092 -0.212625
0.076289 0.850643 0.812288 1.753497 -0.007415 -0.215915
0.071154 0.852448 0.802743 1.744007 -0.014890 -0.211521
0.073497 0.860593 0.794460 1.732767 -0.019028 -0.215168
0.079975 0.855380 0.802607 1.743776 -0.016711 -0.223493
0.073919 0.852477 0.812223 1.753349 -0.008338 -0.213948
0.069594 0.854778 0.805833 1.746994 -0.014815 -0.210259
0.078737 0.855252 0.803032 1.743909 -0.015132 -0.221018
0.078410 0.852268 0.807408 1.748917 -0.011069 -0.219926
0.065404 0.859662 0.800568 1.739116 -0.015310 -0.205238
0.066612 0.859203 0.805457 1.745346 -0.015265 -0.207258
0.074288 0.849733 0.814908 1.757686 -0.006834 -0.214305
0.074517 0.851893 0.808640 1.750579 -0.010451 -0.214965
0.078346 0.856009 0.803508 1.746104 -0.018270 -0.222078
0.068419 0.854167 0.802355 1.742878 -0.013547 -0.208107
0.071307 0.852130 0.807316 1.750315 -0.014670 -0.212109
0.070329 0.856130 0.800171 1.740055 -0.014748 -0.210408
0.060322 0.855265 0.804132 1.744389 -0.013296 -0.198623
0.071327 0.856363 0.801375 1.742946 -0.017856 -0.212930
0.071248 0.856371 0.801505 1.742987 -0.018175 -0.212902
0.071173 0.856444 0.801468 1.742901 -0.018177 -0.212798
0.071153 0.856480 0.801432 1.742818 -0.018110 -0.212751
0.071165 0.856501 0.801389 1.742726 -0.018027 -0.212745
0.071187 0.856520 0.801338 1.742628 -0.017932 -0.212747
0.071214 0.856536 0.801285 1.742528 -0.017831 -0.212754
0.071245 0.856551 0.801231 1.742427 -0.017729 -0.212764
0.071276 0.856566 0.801177 1.742327 -0.017628 -0.212775
0.071309 0.856580 0.801123 1.742226 -0.017526 -0.212788
0.063352 0.856718 0.797376 1.736884 -0.017033 -0.202589
0.073274 0.853555 0.811155 1.753165 -0.011505 -0.214534
0.065425 0.850827 0.811585 1.754309 -0.012116 -0.204763
0.077612 0.850015 0.815174 1.760251 -0.014752 -0.221252
0.080052 0.856199 0.798703 1.737638 -0.013202 -0.221825
0.082995 0.856874 0.800599 1.740261 -0.014317 -0.226110
0.088187 0.862471 0.794445 1.730095 -0.011836 -0.231142
0.076414 0.861743 0.795971 1.733663 -0.018108 -0.219105
0.065561 0.851103 0.809465 1.751383 -0.013044 -0.204628
0.079040 0.858388 0.800192 1.738972 -0.014092 -0.221355
0.079035 0.860451 0.802798 1.741781 -0.016497 -0.222778
0.071836 0.856570 0.803801 1.744599 -0.017363 -0.213779
0.071948 0.856576 0.803710 1.744453 -0.017125 -0.213837
0.072049 0.856581 0.803639 1.744324 -0.016947 -0.213892
0.072143 0.856585 0.803581 1.744206 -0.016791 -0.213943
0.072234 0.856588 0.803526 1.744092 -0.016643 -0.213994
0.072295 0.856607 0.803475 1.743981 -0.016500 -0.214011
0.072346 0.856632 0.803420 1.743866 -0.016353 -0.214015
0.072395 0.856657 0.803368 1.743754 -0.016211 -0.214019
0.072445 0.856683 0.803315 1.743642 -0.016067 -0.214023
0.072495 0.856708 0.803263 1.743529 -0.015923 -0.214027
0.072544 0.856733 0.803211 1.743417 -0.015778 -0.214031
